TimeStamp,X-Axis,Y-Axis,Z-Axis,Velocity
2021-04-21 10:41:47.949,-0.076,-1.992,9.519,2.86
2021-04-21 10:41:48.149,-0.038,-2.011,9.5,0.00
2021-04-21 10:41:48.380,-0.057,-1.992,9.519,1.12
2021-04-21 10:41:48.549,-0.076,-2.03,9.519,3.83
2021-04-21 10:41:48.949,-0.057,-2.011,9.519,1.90
2021-04-21 10:41:49.149,-0.057,-2.011,9.5,0.95
2021-04-21 10:41:52.349,-0.076,-2.011,9.5,2.85
2021-04-21 10:41:52.749,-0.057,-1.992,9.5,1.90
2021-04-21 10:41:52.949,-0.076,-1.992,9.5,0.00
2021-04-21 10:41:53.549,-0.057,-1.992,9.5,1.91
2021-04-21 10:41:53.949,-0.038,-2.011,9.5,0.00
2021-04-21 10:41:55.349,-0.057,-1.992,9.519,1.90
2021-04-21 10:41:55.749,-0.057,-1.992,9.5,0.00
2021-04-21 10:42:35.238,-0.076,-2.011,9.5,2.89
2021-04-21 10:42:36.493,-0.057,-1.992,9.519,2.85
2021-04-21 10:42:36.692,-0.038,-1.972,9.519,3.85
2021-04-21 10:42:39.492,-0.076,-1.992,9.5,1.94
2021-04-21 10:42:39.893,-0.057,-1.992,9.5,2.85
2021-04-21 10:42:40.291,-0.114,-2.03,9.462,5.70
2021-04-21 10:42:40.692,-0.076,-1.992,9.5,5.70
2021-04-21 10:42:40.893,-0.057,-1.972,9.5,1.95
2021-04-21 10:42:41.092,-0.076,-1.992,9.5,1.95
2021-04-21 10:42:41.292,-0.095,-1.992,9.5,0.00
2021-04-21 10:42:42.092,-0.057,-1.953,9.5,3.25
2021-04-21 10:42:42.329,-0.076,-2.011,9.481,5.89
2021-04-21 10:42:42.492,-0.114,-2.03,9.481,2.85
2021-04-21 10:42:42.692,-0.095,-2.011,9.5,2.85
2021-04-21 10:42:42.891,-0.306,-2.106,9.462,17.20
2021-04-21 10:42:43.092,-0.057,-1.972,9.519,21.26
2021-04-21 10:42:43.299,-0.076,-2.011,9.5,1.89
2021-04-21 10:42:43.692,-0.095,-2.011,9.481,3.80
2021-04-21 10:42:45.092,-0.076,-2.011,9.481,0.95
2021-04-21 10:42:45.492,-0.095,-2.011,9.5,0.95
2021-04-21 10:42:47.493,-0.095,-2.011,9.5,0.00
2021-04-21 10:42:48.494,-0.114,-2.011,9.519,0.95
2021-04-21 10:42:49.694,-0.095,-1.992,9.481,0.95
2021-04-21 10:42:50.094,-0.114,-2.011,9.5,0.94
2021-04-21 10:42:50.496,-0.095,-1.992,9.481,0.96
2021-04-21 10:42:50.694,-0.134,-1.972,9.5,0.00
2021-04-21 10:42:52.094,-0.095,-1.992,9.5,1.00
2021-04-21 10:42:52.494,-0.134,-2.03,9.5,2.90
2021-04-21 10:42:53.094,-0.095,-1.992,9.5,3.85
2021-04-21 10:42:53.294,-0.134,-2.011,9.5,3.85
2021-04-21 10:42:54.494,-0.134,-2.011,9.519,1.00
2021-04-21 10:42:55.294,-0.095,-1.992,9.481,1.00
2021-04-21 10:42:55.494,-0.134,-1.992,9.5,2.00
2021-04-21 10:42:56.094,-0.095,-2.011,9.481,1.89
2021-04-21 10:42:56.694,-0.114,-1.972,9.5,0.90
2021-04-21 10:42:58.094,-0.114,-1.972,9.5,0.05
2021-04-21 10:42:59.094,-0.114,-1.992,9.5,0.00
2021-04-21 10:43:01.094,-0.134,-2.011,9.5,4.80
2021-04-21 10:43:01.894,-0.076,-1.972,9.5,7.70
2021-04-21 10:43:02.294,-0.095,-1.992,9.5,1.95
2021-04-21 10:43:02.493,-0.114,-1.992,9.5,1.95
2021-04-21 10:43:03.294,-0.095,-1.992,9.519,2.85
2021-04-21 10:43:03.694,-0.095,-1.972,9.519,1.00
2021-04-21 10:43:05.294,-0.114,-1.992,9.519,1.54
2021-04-21 10:43:05.547,-0.095,-2.011,9.5,1.30
2021-04-21 10:43:05.694,-0.095,-2.011,9.5,0.00
2021-04-21 10:43:06.694,-0.076,-1.972,9.519,1.94
2021-04-21 10:43:07.896,-0.095,-1.992,9.5,2.91
2021-04-21 10:43:08.094,-0.076,-1.992,9.538,1.85
2021-04-21 10:43:08.894,-0.095,-1.972,9.519,2.90
2021-04-21 10:43:09.294,-0.114,-1.972,9.481,1.84
2021-04-21 10:43:10.492,-0.095,-1.992,9.5,0.90
2021-04-21 10:43:10.694,-0.114,-1.972,9.519,1.00
2021-04-21 10:43:12.294,-0.095,-1.972,9.519,1.95
2021-04-21 10:43:14.294,-0.114,-1.972,9.5,0.07
2021-04-21 10:43:14.694,-0.114,-1.992,9.5,2.90
2021-04-21 10:43:16.294,-0.095,-2.011,9.5,0.00
2021-04-21 10:43:16.494,-0.076,-1.992,9.519,0.05
2021-04-21 10:43:17.493,-0.114,-2.011,9.519,2.85
2021-04-21 10:43:19.694,-0.057,-1.992,9.5,2.85
2021-04-21 10:43:20.493,-0.076,-1.972,9.519,1.00
2021-04-21 10:43:20.694,-0.114,-1.972,9.5,1.85
2021-04-21 10:43:21.094,-0.134,-2.011,9.481,3.90
2021-04-21 10:43:21.294,-0.076,-1.953,9.5,6.75
2021-04-21 10:43:21.493,-0.114,-1.992,9.519,2.90
2021-04-21 10:43:21.694,-0.095,-1.972,9.5,0.78
2021-04-21 10:43:21.949,-0.095,-1.972,9.5,1.00
2021-04-21 10:43:23.694,-0.114,-1.972,9.519,1.00
2021-04-21 10:43:25.493,-0.095,-1.972,9.5,1.95
2021-04-21 10:43:25.894,-0.114,-1.972,9.5,0.05
2021-04-21 10:43:26.694,-0.076,-1.992,9.5,0.90
2021-04-21 10:43:26.893,-0.076,-1.953,9.519,2.90
2021-04-21 10:43:27.493,-0.114,-1.992,9.5,4.80
2021-04-21 10:43:27.693,-0.114,-2.011,9.5,1.90
2021-04-21 10:43:28.094,-0.076,-1.972,9.519,4.80
2021-04-21 10:43:28.294,-0.095,-1.972,9.519,1.95
2021-04-21 10:43:31.294,-0.095,-1.992,9.519,1.95
2021-04-21 10:43:32.094,-0.095,-1.992,9.519,2.84
2021-04-21 10:43:32.693,-0.114,-1.972,9.519,0.05
2021-04-21 10:43:32.894,-0.153,-2.03,9.5,5.80
2021-04-21 10:43:33.093,-0.076,-1.972,9.519,7.70
2021-04-21 10:43:33.293,-0.095,-1.992,9.5,2.90
2021-04-21 10:43:33.693,-0.095,-1.972,9.5,1.00
2021-04-21 10:43:35.293,-0.076,-1.992,9.519,0.90
2021-04-21 10:43:35.492,-0.095,-2.011,9.519,1.89
2021-04-21 10:43:35.693,-0.114,-1.972,9.5,0.90
2021-04-21 10:43:36.294,-0.095,-1.992,9.5,0.05
2021-04-21 10:43:36.494,-0.114,-2.011,9.5,2.85
2021-04-21 10:43:37.693,-0.095,-2.03,9.5,1.90
2021-04-21 10:43:38.493,-0.076,-1.972,9.519,2.90
2021-04-21 10:43:38.893,-0.095,-1.992,9.519,1.95
2021-04-21 10:43:39.294,-0.076,-1.992,9.5,0.95
2021-04-21 10:43:39.694,-0.095,-1.972,9.519,1.00
2021-04-21 10:43:39.893,-0.134,-2.049,9.5,6.75
2021-04-21 10:43:40.894,-0.095,-1.992,9.5,4.80
2021-04-21 10:43:41.094,-0.076,-1.953,9.519,3.87
2021-04-21 10:43:41.493,-0.095,-1.992,9.538,1.94
2021-04-21 10:43:41.693,-0.076,-1.992,9.519,1.90
2021-04-21 10:43:42.093,-0.095,-1.992,9.519,0.90
2021-04-21 10:43:44.693,-0.076,-1.972,9.519,1.95
2021-04-21 10:43:45.294,-0.095,-1.992,9.519,1.95
2021-04-21 10:43:45.493,-0.076,-1.972,9.519,1.95
2021-04-21 10:43:45.694,-0.095,-1.992,9.519,1.95
2021-04-21 10:43:45.894,-0.095,-2.011,9.519,0.00
2021-04-21 10:43:46.294,-0.076,-1.992,9.519,1.90
2021-04-21 10:43:46.494,-0.114,-1.972,9.519,1.00
2021-04-21 10:43:47.294,-0.114,-2.011,9.5,2.85
2021-04-21 10:43:48.294,-0.095,-1.953,9.538,5.75
2021-04-21 10:43:48.494,-0.114,-2.03,9.5,6.70
2021-04-21 10:43:48.693,-0.038,-1.992,9.519,0.00
2021-04-21 10:44:25.120,-0.019,-2.011,9.5,0.92
2021-04-21 10:44:26.137,-0.038,-1.992,9.5,0.91
2021-04-21 10:44:26.535,-0.019,-1.992,9.519,0.90
2021-04-21 10:44:27.327,-0.038,-1.972,9.519,1.01
2021-04-21 10:44:27.727,-0.019,-1.972,9.481,0.05
2021-04-21 10:44:28.727,-0.038,-1.992,9.519,0.05
2021-04-21 10:44:28.926,-0.057,-1.992,9.5,1.95
2021-04-21 10:44:29.526,-0.038,-1.992,9.5,1.87
2021-04-21 10:44:29.928,-0.057,-1.972,9.519,1.95
2021-04-21 10:44:30.926,-0.076,-2.011,9.5,1.90
2021-04-21 10:44:31.327,-0.038,-1.972,9.519,3.33
2021-04-21 10:44:31.614,-0.038,-2.011,9.519,3.87
2021-04-21 10:44:31.927,-0.057,-1.972,9.5,0.05
2021-04-21 10:44:32.128,-0.076,-1.992,9.5,1.95
2021-04-21 10:44:32.328,-0.057,-1.992,9.519,2.86
2021-04-21 10:44:32.726,-0.095,-2.011,9.5,3.82
2021-04-21 10:44:35.526,-0.114,-2.03,9.519,1.90
2021-04-21 10:44:36.127,-0.057,-1.972,9.5,4.75
2021-04-21 10:44:36.328,-0.038,-1.934,9.519,3.84
2021-04-21 10:44:36.527,-0.057,-1.972,9.5,3.80
2021-04-21 10:44:36.726,-0.095,-1.992,9.519,0.00
2021-04-21 10:44:41.529,-0.095,-1.992,9.519,1.95
2021-04-21 10:44:42.328,-0.076,-1.992,9.5,1.00
2021-04-21 10:44:42.928,-0.095,-2.011,9.5,1.90
2021-04-21 10:44:43.129,-0.076,-2.011,9.5,0.00
2021-04-21 10:44:43.528,-0.095,-1.972,9.519,1.95
2021-04-21 10:44:43.728,-0.076,-2.011,9.5,1.00
2021-04-21 10:44:44.528,-0.095,-1.992,9.5,0.00
2021-04-21 10:44:44.728,-0.095,-1.972,9.519,1.00
2021-04-21 10:44:45.128,-0.076,-1.992,9.519,0.05
2021-04-21 10:44:45.328,-0.095,-1.972,9.5,0.90
2021-04-21 10:44:45.728,-0.076,-1.992,9.5,0.05
2021-04-21 10:44:45.928,-0.095,-1.972,9.519,0.69
2021-04-21 10:44:46.217,-0.076,-1.992,9.519,0.09
2021-04-21 10:44:46.330,-0.095,-1.992,9.5,2.90
2021-04-21 10:44:46.928,-0.076,-1.992,9.5,0.05
2021-04-21 10:44:47.928,-0.076,-1.972,9.519,1.95
2021-04-21 10:44:50.728,-0.095,-1.972,9.519,0.90
2021-04-21 10:44:53.328,-0.095,-2.011,9.538,1.95
2021-04-21 10:44:54.728,-0.076,-2.011,9.519,1.00
2021-04-21 10:44:55.528,-0.095,-2.011,9.519,2.90
2021-04-21 10:44:56.328,-0.076,-1.992,9.5,0.95
2021-04-21 10:44:56.530,-0.095,-1.953,9.519,0.00
2021-04-21 10:44:56.928,-0.076,-1.992,9.519,1.80
2021-04-21 10:44:57.329,-0.076,-1.972,9.538,1.00
2021-04-21 10:44:57.928,-0.057,-1.992,9.5,1.95
2021-04-21 10:44:58.128,-0.038,-1.972,9.5,1.95
2021-04-21 10:44:58.329,-0.076,-1.992,9.5,2.90
2021-04-21 10:44:58.528,-0.057,-1.972,9.5,1.95
2021-04-21 10:44:58.728,-0.076,-1.992,9.519,0.05
2021-04-21 10:44:59.128,-0.057,-1.972,9.5,1.00
2021-04-21 10:44:59.928,-0.057,-2.011,9.5,1.93
2021-04-21 10:45:00.528,-0.076,-1.972,9.519,0.05
2021-04-21 10:45:00.928,-0.038,-1.992,9.5,0.05
2021-04-21 10:45:01.728,-0.076,-1.972,9.519,1.01
2021-04-21 10:45:02.727,-0.095,-1.992,9.538,1.95
2021-04-21 10:45:03.128,-0.038,-2.011,9.5,0.95
2021-04-21 10:45:03.528,-0.019,-1.992,9.5,1.90
2021-04-21 10:45:03.728,-0.038,-1.972,9.519,1.95
2021-04-21 10:45:04.728,-0.076,-1.992,9.557,1.00
2021-04-21 10:45:04.928,-0.057,-1.992,9.519,0.94
2021-04-21 10:45:05.330,-0.076,-1.972,9.557,1.00
2021-04-21 10:45:06.528,-0.038,-1.992,9.519,0.05
2021-04-21 10:45:06.928,-0.038,-2.011,9.481,2.85
2021-04-21 10:45:07.528,-0.019,-1.992,9.5,2.84
2021-04-21 10:45:07.728,-0.038,-2.011,9.5,1.90
2021-04-21 10:45:08.328,-0.095,-1.972,9.538,0.90
2021-04-21 10:45:08.728,-0.038,-1.992,9.519,0.90
2021-04-21 10:45:08.928,-0.019,-1.992,9.5,0.95
2021-04-21 10:45:09.328,-0.057,-1.972,9.519,0.05
2021-04-21 10:45:10.328,0.0,-1.972,9.481,3.85
2021-04-21 10:45:11.328,-0.038,-1.992,9.538,1.00
2021-04-21 10:45:11.728,-0.057,-2.011,9.538,0.95
2021-04-21 10:45:12.128,-0.038,-1.972,9.538,2.90
2021-04-21 10:45:12.328,0.0,-1.992,9.5,2.85
2021-04-21 10:45:12.928,-0.019,-2.011,9.5,1.90
2021-04-21 10:45:13.128,0.0,-1.992,9.5,1.24
2021-04-21 10:45:13.432,-0.038,-2.03,9.519,6.13
2021-04-21 10:45:13.526,-0.057,-1.992,9.519,0.95
2021-04-21 10:45:13.728,-0.019,-2.011,9.519,0.00
2021-04-21 10:45:14.528,-0.038,-2.011,9.519,0.95
2021-04-21 10:45:15.128,-0.038,-1.992,9.519,0.00
2021-04-21 10:45:16.728,-0.057,-1.992,9.5,0.95
2021-04-21 10:45:17.328,-0.038,-1.972,9.538,2.90
2021-04-21 10:45:21.528,-0.038,-1.992,9.5,2.90
2021-04-21 10:45:21.928,-0.038,-2.011,9.519,0.95
2021-04-21 10:45:22.527,-0.019,-2.011,9.519,0.95
2021-04-21 10:45:23.328,-0.019,-2.011,9.5,0.95
2021-04-21 10:45:24.128,-0.057,-2.011,9.519,0.00
2021-04-21 10:45:26.527,-0.019,-2.011,9.519,0.00
2021-04-21 10:45:27.328,-0.019,-1.992,9.519,1.90
2021-04-21 10:45:29.328,-0.038,-1.992,9.519,0.00
2021-04-21 10:45:30.528,-0.038,-1.992,9.519,0.05
2021-04-21 10:45:32.328,-0.019,-2.011,9.519,0.95
2021-04-21 10:45:33.528,-0.019,-1.972,9.519,1.95
2021-04-21 10:45:34.728,-0.038,-1.992,9.519,1.95
2021-04-21 10:45:34.928,-0.019,-1.972,9.5,1.95
2021-04-21 10:45:36.328,-0.019,-1.992,9.538,0.05
2021-04-21 10:45:36.728,-0.038,-1.992,9.538,1.90
2021-04-21 10:45:37.728,-0.019,-1.972,9.5,1.95
2021-04-21 10:45:39.928,-0.038,-2.011,9.5,1.90
2021-04-21 10:45:40.728,-0.019,-1.992,9.519,2.85
2021-04-21 10:45:40.928,-0.038,-1.992,9.519,0.00
2021-04-21 10:45:41.328,-0.019,-1.992,9.538,0.05
2021-04-21 10:45:42.328,-0.019,-1.992,9.519,1.00
2021-04-21 10:45:43.728,-0.038,-1.992,9.5,0.95
2021-04-21 10:45:44.328,-0.038,-2.011,9.519,1.90
2021-04-21 10:45:46.328,-0.038,-1.992,9.519,0.00
2021-04-21 10:45:49.328,-0.038,-1.972,9.519,0.05
2021-04-21 10:45:50.528,-0.019,-1.992,9.5,0.00
2021-04-21 10:45:51.128,0.0,-2.011,9.519,0.00
2021-04-21 10:45:51.527,-0.019,-1.992,9.519,0.00
2021-04-21 10:45:51.728,0.0,-1.992,9.519,1.90
2021-04-21 10:45:55.128,-0.019,-2.011,9.519,1.90
2021-04-21 10:45:55.328,-0.038,-1.992,9.538,0.00
2021-04-21 10:45:55.728,0.0,-2.011,9.538,0.00
2021-04-21 10:45:57.328,-0.038,-2.011,9.519,1.89
2021-04-21 10:45:59.529,-0.038,-1.992,9.538,0.00
2021-04-21 10:46:01.128,-0.038,-2.011,9.519,1.90
2021-04-21 10:46:01.928,-0.019,-1.953,9.519,2.90
2021-04-21 10:46:07.528,-0.019,-2.011,9.519,0.95
2021-04-21 10:46:08.128,-0.038,-1.992,9.538,0.00
2021-04-21 10:46:11.128,-0.019,-1.992,9.519,1.95
2021-04-21 10:46:11.928,-0.019,-2.011,9.538,1.92
2021-04-21 10:46:12.328,-0.019,-1.992,9.519,0.95
2021-04-21 10:46:12.728,-0.038,-1.972,9.519,0.05
2021-04-21 10:46:12.928,-0.038,-1.972,9.519,0.05
2021-04-21 10:46:14.928,-0.019,-1.992,9.519,0.05
2021-04-21 10:46:15.128,0.0,-2.011,9.5,1.90
2021-04-21 10:46:15.928,-0.038,-1.992,9.519,0.00
2021-04-21 10:46:16.128,-0.019,-1.992,9.519,0.90
2021-04-21 10:46:16.528,-0.019,-2.011,9.519,1.90
2021-04-21 10:46:17.728,0.0,-1.992,9.538,2.85
2021-04-21 10:46:17.928,-0.038,-1.992,9.538,1.93
2021-04-21 10:46:18.529,-0.038,-2.011,9.519,2.85
2021-04-21 10:46:19.928,-0.038,-1.992,9.538,1.90
2021-04-21 10:46:20.328,-0.019,-1.972,9.519,1.00
2021-04-21 10:46:20.528,-0.038,-1.992,9.519,1.95
2021-04-21 10:46:20.727,-0.019,-1.972,9.538,1.96
2021-04-21 10:46:24.528,-0.038,-1.992,9.519,2.90
2021-04-21 10:46:24.727,0.0,-2.011,9.519,0.95
2021-04-21 10:46:25.528,-0.019,-1.992,9.519,0.00
2021-04-21 10:46:25.728,-0.038,-2.011,9.538,0.61
2021-04-21 10:46:26.037,-0.038,-1.992,9.538,0.00
2021-04-21 10:46:27.527,-0.019,-1.992,9.538,0.90
2021-04-21 10:46:28.328,-0.019,-1.972,9.519,1.95
2021-04-21 10:46:28.728,0.0,-2.011,9.519,0.95
2021-04-21 10:46:31.127,-0.019,-1.992,9.538,0.95
2021-04-21 10:46:31.328,-0.038,-1.992,9.519,0.00
2021-04-21 10:46:33.128,-0.019,-1.992,9.519,0.05
2021-04-21 10:46:33.728,-0.019,-2.011,9.519,1.90
2021-04-21 10:46:35.128,-0.057,-1.972,9.538,1.00
2021-04-21 10:46:35.328,-0.038,-1.992,9.557,0.90
2021-04-21 10:46:35.528,-0.038,-2.011,9.519,1.92
2021-04-21 10:46:36.128,-0.019,-1.992,9.5,0.93
2021-04-21 10:46:36.332,-0.019,-2.011,9.5,3.80
2021-04-21 10:46:39.928,-0.038,-1.992,9.519,0.00
2021-04-21 10:46:40.328,-0.038,-2.011,9.519,2.85
2021-04-21 10:46:41.128,-0.019,-1.992,9.519,1.90
2021-04-21 10:46:41.328,-0.038,-1.992,9.538,1.00
2021-04-21 10:46:42.528,-0.038,-2.011,9.519,2.84
2021-04-21 10:46:44.928,-0.019,-1.992,9.519,1.90
2021-04-21 10:46:45.128,0.0,-2.011,9.519,0.00
2021-04-21 10:46:45.328,-0.019,-1.992,9.538,0.95
2021-04-21 10:46:45.528,-0.019,-1.972,9.538,2.89
2021-04-21 10:46:46.728,-0.019,-2.011,9.538,0.95
2021-04-21 10:46:48.128,0.0,-1.992,9.519,1.00
2021-04-21 10:46:48.728,0.019,-1.934,9.519,4.80
2021-04-21 10:46:49.128,-0.019,-2.011,9.519,5.75
2021-04-21 10:46:49.328,0.019,-1.953,9.519,4.80
2021-04-21 10:46:49.928,-0.019,-1.972,9.538,1.90
2021-04-21 10:46:50.128,-0.038,-2.011,9.538,2.90
2021-04-21 10:46:50.328,-0.019,-1.992,9.519,0.95
2021-04-21 10:46:50.528,-0.019,-2.011,9.5,2.85
2021-04-21 10:46:51.128,-0.038,-2.011,9.519,0.95
2021-04-21 10:46:51.728,-0.019,-1.972,9.519,6.37
2021-04-21 10:46:52.128,0.0,-1.992,9.519,1.90
2021-04-21 10:46:52.728,-0.019,-2.011,9.5,2.85
2021-04-21 10:46:53.128,-0.038,-1.972,9.538,1.00
2021-04-21 10:46:53.928,-0.019,-1.992,9.519,1.00
2021-04-21 10:46:54.128,-0.019,-2.011,9.519,1.88
2021-04-21 10:46:54.730,-0.038,-1.992,9.538,0.95
2021-04-21 10:46:55.528,0.0,-1.992,9.519,1.90
2021-04-21 10:46:56.928,0.0,-1.953,9.538,3.85
2021-04-21 10:46:57.328,-0.019,-1.972,9.538,2.85
2021-04-21 10:46:57.728,-0.038,-2.03,9.519,4.80
2021-04-21 10:46:57.927,-0.038,-1.992,9.519,0.00
2021-04-21 10:47:43.130,-0.038,-1.992,9.519,100.00
2021-04-21 10:47:43.149,-0.038,-1.972,9.5,180.01
2021-04-21 10:47:45.009,-0.019,-1.972,9.519,2.89
2021-04-21 10:47:45.886,0.0,-2.011,9.519,1.00
2021-04-21 10:47:46.087,-0.019,-1.992,9.519,0.00
2021-04-21 10:47:46.285,-0.038,-1.992,9.519,0.95
2021-04-21 10:47:46.885,-0.038,-1.972,9.519,1.95
2021-04-21 10:47:47.685,-0.095,-2.087,9.519,9.55
2021-04-21 10:47:48.485,-0.134,-1.972,9.481,1.90
2021-04-21 10:47:48.685,0.019,-1.992,9.443,4.73
2021-04-21 10:47:48.886,-0.019,-1.953,9.519,0.42
2021-04-21 10:47:50.698,-0.057,-1.972,9.538,54.29
2021-04-21 10:47:50.705,-0.019,-1.953,9.538,71.25
2021-04-21 10:47:50.713,-0.057,-1.992,9.5,164.29
2021-04-21 10:47:50.721,-0.038,-1.953,9.519,200.00
2021-04-21 10:47:50.730,-0.057,-2.011,9.519,1.29
2021-04-21 10:47:50.885,-0.019,-1.992,9.519,0.90
2021-04-21 10:47:51.885,-0.038,-2.011,9.5,2.85
2021-04-21 10:47:52.285,-0.057,-1.992,9.519,0.95
2021-04-21 10:47:52.485,-0.038,-1.972,9.538,580.00
2021-04-21 10:47:53.125,-0.076,-1.992,9.519,154.00
2021-04-21 10:47:53.131,-0.095,-1.972,9.538,1.00
2021-04-21 10:47:56.687,-0.076,-1.992,9.519,1.00
2021-04-21 10:47:56.888,-0.095,-1.972,9.538,0.05
2021-04-21 10:47:58.289,-0.095,-1.972,9.538,1.00
2021-04-21 10:48:00.088,-0.076,-1.992,9.538,0.05
2021-04-21 10:48:00.287,-0.076,-1.972,9.519,1.95
2021-04-21 10:48:00.688,-0.095,-1.972,9.519,0.90
2021-04-21 10:48:01.687,-0.038,-1.992,9.519,1.85
2021-04-21 10:48:02.687,-0.076,-1.972,9.519,0.90
2021-04-21 10:48:02.888,-0.057,-1.992,9.519,0.05
2021-04-21 10:48:04.088,-0.095,-1.972,9.519,0.05
2021-04-21 10:48:05.687,-0.076,-1.992,9.519,1.95
2021-04-21 10:48:07.287,-0.076,-1.972,9.538,2.90
2021-04-21 10:48:07.687,-0.038,-1.992,9.519,0.05
2021-04-21 10:48:08.288,-0.057,-1.972,9.519,0.05
2021-04-21 10:48:08.488,-0.076,-1.992,9.538,1.00
2021-04-21 10:48:09.087,-0.076,-1.972,9.538,1.94
2021-04-21 10:48:09.488,-0.095,-1.992,9.538,1.96
2021-04-21 10:48:09.687,-0.057,-1.972,9.519,1.94
2021-04-21 10:48:09.888,-0.057,-1.972,9.519,1.95
2021-04-21 10:48:11.687,-0.076,-1.972,9.538,1.00
2021-04-21 10:48:12.687,-0.038,-1.992,9.519,0.90
2021-04-21 10:48:13.687,-0.057,-1.972,9.519,0.05
2021-04-21 10:48:13.885,-0.076,-1.972,9.519,0.05
2021-04-21 10:48:14.689,-0.057,-1.972,9.538,2.90
2021-04-21 10:48:15.087,-0.057,-1.992,9.538,0.05
2021-04-21 10:48:15.488,-0.038,-1.992,9.519,0.05
2021-04-21 10:48:15.887,-0.095,-1.972,9.519,0.90
2021-04-21 10:48:16.487,-0.076,-1.992,9.519,0.05
2021-04-21 10:48:16.688,-0.038,-2.011,9.519,0.95
2021-04-21 10:48:17.687,-0.057,-1.992,9.519,0.00
2021-04-21 10:48:17.887,-0.076,-1.992,9.538,1.94
2021-04-21 10:48:18.488,-0.057,-1.972,9.538,1.95
2021-04-21 10:48:18.887,-0.038,-1.972,9.519,2.91
2021-04-21 10:48:19.487,-0.057,-1.992,9.519,1.93
2021-04-21 10:48:19.689,-0.076,-1.972,9.519,1.00
2021-04-21 10:48:21.487,-0.019,-1.992,9.5,0.05
2021-04-21 10:48:22.887,-0.057,-1.972,9.519,0.90
2021-04-21 10:48:23.287,-0.057,-1.992,9.519,1.01
2021-04-21 10:48:25.087,-0.076,-1.972,9.5,0.90
2021-04-21 10:48:25.287,-0.057,-1.992,9.538,0.05
2021-04-21 10:48:25.887,-0.057,-1.972,9.538,0.05
2021-04-21 10:48:27.287,-0.076,-1.992,9.519,2.90
2021-04-21 10:48:29.687,-0.057,-1.972,9.519,1.93
2021-04-21 10:48:29.889,-0.038,-1.972,9.519,3.26
2021-04-21 10:48:30.687,-0.057,-1.992,9.519,1.94
2021-04-21 10:48:30.887,-0.057,-1.992,9.538,0.05
2021-04-21 10:48:31.487,-0.076,-1.972,9.519,0.90
2021-04-21 10:48:31.687,-0.057,-1.992,9.5,1.01
2021-04-21 10:48:31.887,-0.038,-1.992,9.519,0.05
2021-04-21 10:48:32.487,-0.057,-1.972,9.538,1.00
2021-04-21 10:48:32.687,-0.076,-1.992,9.519,2.91
2021-04-21 10:48:32.887,-0.038,-1.972,9.519,2.90
2021-04-21 10:48:33.487,-0.057,-1.972,9.538,0.05
2021-04-21 10:48:33.887,-0.038,-1.992,9.519,1.01
2021-04-21 10:48:34.087,-0.076,-1.992,9.519,2.89
2021-04-21 10:48:34.488,-0.057,-1.972,9.538,2.75
2021-04-21 10:48:34.698,-0.057,-1.992,9.519,0.05
2021-04-21 10:48:35.487,-0.038,-1.972,9.519,1.95
2021-04-21 10:48:35.886,-0.076,-1.992,9.519,1.94
2021-04-21 10:48:36.687,-0.038,-1.972,9.519,1.95
